Starting duty-cycle loop
iteration,frequency_in,frequency_out,resolution_out,ratio,read_val
2,5000,15000,12,0.068,0.0648
3,5000,15000,12,0.068,0.0639
4,5000,15000,12,0.068,0.0648
0,10000,10000,12,0.064,0.0609
1,10000,10000,12,0.064,0.0606
2,10000,10000,12,0.064,0.06095
3,10000,10000,12,0.064,0.0613
4,10000,10000,12,0.064,0.0606
0,5000,15000,12,0.064,0.0612
1,5000,15000,12,0.064,0.0603
2,5000,15000,12,0.064,0.0612
3,5000,15000,12,0.064,0.0607
4,5000,15000,12,0.064,0.0612
0,10000,10000,12,0.228,0.2184
1,10000,10000,12,0.228,0.21815
2,10000,10000,12,0.228,0.2177
3,10000,10000,12,0.228,0.2177
4,10000,10000,12,0.228,0.2177
0,5000,15000,12,0.228,0.2194
1,5000,15000,12,0.228,0.2208
2,5000,15000,12,0.228,0.2201
3,5000,15000,12,0.228,0.2176
4,5000,15000,12,0.228,0.2189
0,10000,10000,12,0.5,0.48415
1,10000,10000,12,0.5,0.48555
2,10000,10000,12,0.5,0.4861
3,10000,10000,12,0.5,0.48495
4,10000,10000,12,0.5,0.4873
0,5000,15000,12,0.5,0.4832
1,5000,15000,12,0.5,0.4869
2,5000,15000,12,0.5,0.4894
3,5000,15000,12,0.5,0.4849
4,5000,15000,12,0.5,0.4859
0,10000,10000,12,0.173,0.16645
1,10000,10000,12,0.173,0.16375
2,10000,10000,12,0.173,0.1637
3,10000,10000,12,0.173,0.16505
4,10000,10000,12,0.173,0.165
0,5000,15000,12,0.173,0.1637
1,5000,15000,12,0.173,0.1637
2,5000,15000,12,0.173,0.1651
3,5000,15000,12,0.173,0.1633
4,5000,15000,12,0.173,0.1644
0,10000,10000,12,0.267,0.2557
1,10000,10000,12,0.267,0.2551
2,10000,10000,12,0.267,0.25505
3,10000,10000,12,0.267,0.2569
4,10000,10000,12,0.267,0.2552
0,5000,15000,12,0.267,0.2534
1,5000,15000,12,0.267,0.2558
2,5000,15000,12,0.267,0.2564
3,5000,15000,12,0.267,0.2535
4,5000,15000,12,0.267,0.2538
0,10000,10000,12,0.257,0.2457
1,10000,10000,12,0.257,0.245
2,10000,10000,12,0.257,0.2451
3,10000,10000,12,0.257,0.24505
4,10000,10000,12,0.257,0.2475
0,5000,15000,12,0.257,0.2484
1,5000,15000,12,0.257,0.2448
2,5000,15000,12,0.257,0.2465
3,5000,15000,12,0.257,0.2484
4,5000,15000,12,0.257,0.2484
0,10000,10000,12,0.047,0.045
1,10000,10000,12,0.047,0.04495
2,10000,10000,12,0.047,0.04495
3,10000,10000,12,0.047,0.045
4,10000,10000,12,0.047,0.0451
0,5000,15000,12,0.047,0.0446
1,5000,15000,12,0.047,0.0439
2,5000,15000,12,0.047,0.0446
3,5000,15000,12,0.047,0.0446
4,5000,15000,12,0.047,0.0445
0,10000,10000,12,0.204,0.1956
1,10000,10000,12,0.204,0.19535
2,10000,10000,12,0.204,0.195
3,10000,10000,12,0.204,0.19525
4,10000,10000,12,0.204,0.1949
0,5000,15000,12,0.204,0.1944
1,5000,15000,12,0.204,0.1944
2,5000,15000,12,0.204,0.1945
3,5000,15000,12,0.204,0.1972
4,5000,15000,12,0.204,0.1944
0,10000,10000,12,0.63,0.6173
1,10000,10000,12,0.63,0.6173
2,10000,10000,12,0.63,0.6157
3,10000,10000,12,0.63,0.6156
4,10000,10000,12,0.63,0.61555
0,5000,15000,12,0.63,0.6124
1,5000,15000,12,0.63,0.6195
2,5000,15000,12,0.63,0.6191
3,5000,15000,12,0.63,0.6179
4,5000,15000,12,0.63,0.6194
0,10000,10000,12,0.392,0.3807
1,10000,10000,12,0.392,0.37805
2,10000,10000,12,0.392,0.378
3,10000,10000,12,0.392,0.37805
4,10000,10000,12,0.392,0.3781
0,5000,15000,12,0.392,0.3795
1,5000,15000,12,0.392,0.3795
2,5000,15000,12,0.392,0.3795
3,5000,15000,12,0.392,0.3794
4,5000,15000,12,0.392,0.3795
0,10000,10000,12,0.617,0.60255
1,10000,10000,12,0.617,0.60475
2,10000,10000,12,0.617,0.6047
3,10000,10000,12,0.617,0.60425
4,10000,10000,12,0.617,0.6038
0,5000,15000,12,0.617,0.6023
1,5000,15000,12,0.617,0.6038
2,5000,15000,12,0.617,0.604
3,5000,15000,12,0.617,0.6024
4,5000,15000,12,0.617,0.604
0,10000,10000,12,0.262,0.2524
1,10000,10000,12,0.262,0.24965
2,10000,10000,12,0.262,0.2506
3,10000,10000,12,0.262,0.252
4,10000,10000,12,0.262,0.25085
0,5000,15000,12,0.262,0.2499
1,5000,15000,12,0.262,0.2461
2,5000,15000,12,0.262,0.2485
3,5000,15000,12,0.262,0.2486
4,5000,15000,12,0.262,0.2474
0,10000,10000,12,0.489,0.4738
1,10000,10000,12,0.489,0.47335
2,10000,10000,12,0.489,0.47775
3,10000,10000,12,0.489,0.47375
4,10000,10000,12,0.489,0.4771
0,5000,15000,12,0.489,0.4765
1,5000,15000,12,0.489,0.4768
2,5000,15000,12,0.489,0.4747
3,5000,15000,12,0.489,0.4768
4,5000,15000,12,0.489,0.4787
0,10000,10000,12,0.562,0.54515
1,10000,10000,12,0.562,0.54745
2,10000,10000,12,0.562,0.54805
3,10000,10000,12,0.562,0.54805
4,10000,10000,12,0.562,0.54835
0,5000,15000,12,0.562,0.5468
1,5000,15000,12,0.562,0.547
2,5000,15000,12,0.562,0.5474
3,5000,15000,12,0.562,0.5459
4,5000,15000,12,0.562,0.5461
0,10000,10000,12,0.464,0.4505
1,10000,10000,12,0.464,0.44945
2,10000,10000,12,0.464,0.449
3,10000,10000,12,0.464,0.45175
4,10000,10000,12,0.464,0.4495
0,5000,15000,12,0.464,0.4493
1,5000,15000,12,0.464,0.449
2,5000,15000,12,0.464,0.4519
3,5000,15000,12,0.464,0.449
4,5000,15000,12,0.464,0.4497
0,10000,10000,12,0.479,0.464
1,10000,10000,12,0.479,0.4637
2,10000,10000,12,0.479,0.463
3,10000,10000,12,0.479,0.4662
4,10000,10000,12,0.479,0.46645
0,5000,15000,12,0.479,0.4655
1,5000,15000,12,0.479,0.4655
2,5000,15000,12,0.479,0.4623
3,5000,15000,12,0.479,0.4683
4,5000,15000,12,0.479,0.4655
0,10000,10000,12,0.788,0.7757
1,10000,10000,12,0.788,0.7795
2,10000,10000,12,0.788,0.7791
3,10000,10000,12,0.788,0.7791
4,10000,10000,12,0.788,0.7791
0,5000,15000,12,0.788,0.7742
1,5000,15000,12,0.788,0.7766
2,5000,15000,12,0.788,0.7768
3,5000,15000,12,0.788,0.7797
4,5000,15000,12,0.788,0.7797
0,10000,10000,12,0.373,0.36305
1,10000,10000,12,0.373,0.3585
2,10000,10000,12,0.373,0.36
3,10000,10000,12,0.373,0.36
4,10000,10000,12,0.373,0.35845
0,5000,15000,12,0.373,0.3673
1,5000,15000,12,0.373,0.3623
2,5000,15000,12,0.373,0.3607
3,5000,15000,12,0.373,0.3624
4,5000,15000,12,0.373,0.3618
0,10000,10000,12,0.215,0.20605
1,10000,10000,12,0.215,0.2054
2,10000,10000,12,0.215,0.2054
3,10000,10000,12,0.215,0.20545
4,10000,10000,12,0.215,0.2054
0,5000,15000,12,0.215,0.2032
1,5000,15000,12,0.215,0.2046
2,5000,15000,12,0.215,0.2041
3,5000,15000,12,0.215,0.2065
4,5000,15000,12,0.215,0.207
0,10000,10000,12,0.391,0.37645
1,10000,10000,12,0.391,0.3762
2,10000,10000,12,0.391,0.37655
3,10000,10000,12,0.391,0.376
4,10000,10000,12,0.391,0.3767
0,5000,15000,12,0.391,0.3734
1,5000,15000,12,0.391,0.3733
2,5000,15000,12,0.391,0.3726
3,5000,15000,12,0.391,0.3731
4,5000,15000,12,0.391,0.3743
0,10000,10000,12,0.309,0.29575
1,10000,10000,12,0.309,0.2983
2,10000,10000,12,0.309,0.2959
3,10000,10000,12,0.309,0.29795
4,10000,10000,12,0.309,0.29505
0,5000,15000,12,0.309,0.2967
1,5000,15000,12,0.309,0.2981
2,5000,15000,12,0.309,0.2978
3,5000,15000,12,0.309,0.2982
4,5000,15000,12,0.309,0.2973
0,10000,10000,12,0.93,0.9215
1,10000,10000,12,0.93,0.92715
2,10000,10000,12,0.93,0.9271
3,10000,10000,12,0.93,0.92785
4,10000,10000,12,0.93,0.9269
0,5000,15000,12,0.93,0.9234
1,5000,15000,12,0.93,0.9272
2,5000,15000,12,0.93,0.9261
3,5000,15000,12,0.93,0.927
4,5000,15000,12,0.93,0.9271
0,10000,10000,12,0.649,0.6401
1,10000,10000,12,0.649,0.6369
2,10000,10000,12,0.649,0.63685
3,10000,10000,12,0.649,0.63505
4,10000,10000,12,0.649,0.63695
0,5000,15000,12,0.649,0.6406
1,5000,15000,12,0.649,0.6364
2,5000,15000,12,0.649,0.6363
3,5000,15000,12,0.649,0.637
4,5000,15000,12,0.649,0.6374
0,10000,10000,12,0.453,0.4408
1,10000,10000,12,0.453,0.4391
2,10000,10000,12,0.453,0.43805
3,10000,10000,12,0.453,0.4387
4,10000,10000,12,0.453,0.4396
0,5000,15000,12,0.453,0.442
1,5000,15000,12,0.453,0.441
2,5000,15000,12,0.453,0.4405
3,5000,15000,12,0.453,0.4399
4,5000,15000,12,0.453,0.4421
0,10000,10000,12,0.735,0.72005
1,10000,10000,12,0.735,0.72545
2,10000,10000,12,0.735,0.72325
3,10000,10000,12,0.735,0.7233
4,10000,10000,12,0.735,0.7258
0,5000,15000,12,0.735,0.7216
1,5000,15000,12,0.735,0.7221
2,5000,15000,12,0.735,0.7234
3,5000,15000,12,0.735,0.725
4,5000,15000,12,0.735,0.7225
0,10000,10000,12,0.167,0.16295
1,10000,10000,12,0.167,0.15745
2,10000,10000,12,0.167,0.15805
3,10000,10000,12,0.167,0.1575
4,10000,10000,12,0.167,0.159
0,5000,15000,12,0.167,0.161
1,5000,15000,12,0.167,0.1592
2,5000,15000,12,0.167,0.1606
3,5000,15000,12,0.167,0.1592
4,5000,15000,12,0.167,0.1605
0,10000,10000,12,0.779,0.7652
1,10000,10000,12,0.779,0.77015
2,10000,10000,12,0.779,0.77015
3,10000,10000,12,0.779,0.76975
4,10000,10000,12,0.779,0.7701
0,5000,15000,12,0.779,0.7643
1,5000,15000,12,0.779,0.7672
2,5000,15000,12,0.779,0.7672
3,5000,15000,12,0.779,0.7696
4,5000,15000,12,0.779,0.7717
0,10000,10000,12,0.044,0.0456
1,10000,10000,12,0.044,0.0418
2,10000,10000,12,0.044,0.0423
3,10000,10000,12,0.044,0.0418
4,10000,10000,12,0.044,0.0418
0,5000,15000,12,0.044,0.0413
1,5000,15000,12,0.044,0.0409
2,5000,15000,12,0.044,0.0407
3,5000,15000,12,0.044,0.0408
4,5000,15000,12,0.044,0.0407
0,10000,10000,12,0.431,0.41735
1,10000,10000,12,0.431,0.4168
2,10000,10000,12,0.431,0.4167
3,10000,10000,12,0.431,0.41665
4,10000,10000,12,0.431,0.41665
0,5000,15000,12,0.431,0.4169
1,5000,15000,12,0.431,0.4177
2,5000,15000,12,0.431,0.419
3,5000,15000,12,0.431,0.4189
4,5000,15000,12,0.431,0.4169
0,10000,10000,12,0.817,0.8046
1,10000,10000,12,0.817,0.80885
2,10000,10000,12,0.817,0.8088
3,10000,10000,12,0.817,0.8088
4,10000,10000,12,0.817,0.8089
0,5000,15000,12,0.817,0.8032
1,5000,15000,12,0.817,0.8083
2,5000,15000,12,0.817,0.8096
3,5000,15000,12,0.817,0.8076
4,5000,15000,12,0.817,0.8075
0,10000,10000,12,0.892,0.88555
1,10000,10000,12,0.892,0.88515
2,10000,10000,12,0.892,0.88635
3,10000,10000,12,0.892,0.88625
4,10000,10000,12,0.892,0.88505
0,5000,15000,12,0.892,0.8861
1,5000,15000,12,0.892,0.886
2,5000,15000,12,0.892,0.8871
3,5000,15000,12,0.892,0.8873
4,5000,15000,12,0.892,0.886
0,10000,10000,12,0.553,0.5422
1,10000,10000,12,0.553,0.54095
2,10000,10000,12,0.553,0.5398
3,10000,10000,12,0.553,0.5385
4,10000,10000,12,0.553,0.5408
0,5000,15000,12,0.553,0.5434
1,5000,15000,12,0.553,0.5428
2,5000,15000,12,0.553,0.5418
3,5000,15000,12,0.553,0.5411
4,5000,15000,12,0.553,0.541
0,10000,10000,12,0.683,0.6699
1,10000,10000,12,0.683,0.6703
2,10000,10000,12,0.683,0.6692
3,10000,10000,12,0.683,0.67225
4,10000,10000,12,0.683,0.66925
0,5000,15000,12,0.683,0.6723
1,5000,15000,12,0.683,0.672
2,5000,15000,12,0.683,0.6733
3,5000,15000,12,0.683,0.6732
4,5000,15000,12,0.683,0.6729
0,10000,10000,12,0.498,0.4849
1,10000,10000,12,0.498,0.48145
2,10000,10000,12,0.498,0.4857
3,10000,10000,12,0.498,0.4814
4,10000,10000,12,0.498,0.48455
0,5000,15000,12,0.498,0.4873
1,5000,15000,12,0.498,0.4878
2,5000,15000,12,0.498,0.4859
3,5000,15000,12,0.498,0.4822
4,5000,15000,12,0.498,0.4834
0,10000,10000,12,0.708,0.6937
1,10000,10000,12,0.708,0.69475
2,10000,10000,12,0.708,0.6976
3,10000,10000,12,0.708,0.6948
4,10000,10000,12,0.708,0.698
0,5000,15000,12,0.708,0.6925
1,5000,15000,12,0.708,0.6955
2,5000,15000,12,0.708,0.696
3,5000,15000,12,0.708,0.6955
4,5000,15000,12,0.708,0.6961
0,10000,10000,12,0.122,0.11835
1,10000,10000,12,0.122,0.1159
2,10000,10000,12,0.122,0.11525
3,10000,10000,12,0.122,0.11455
4,10000,10000,12,0.122,0.1158
0,5000,15000,12,0.122,0.1226
1,5000,15000,12,0.122,0.1224
2,5000,15000,12,0.122,0.1202
3,5000,15000,12,0.122,0.1211
4,5000,15000,12,0.122,0.1205
0,10000,10000,12,0.475,0.46
1,10000,10000,12,0.475,0.4607
2,10000,10000,12,0.475,0.45935
3,10000,10000,12,0.475,0.4631
4,10000,10000,12,0.475,0.46105
0,5000,15000,12,0.475,0.4584
1,5000,15000,12,0.475,0.4634
2,5000,15000,12,0.475,0.4626
3,5000,15000,12,0.475,0.4597
4,5000,15000,12,0.475,0.463
0,10000,10000,12,0.26,0.2496
1,10000,10000,12,0.26,0.24845
2,10000,10000,12,0.26,0.24855
3,10000,10000,12,0.26,0.24915
4,10000,10000,12,0.26,0.24835
0,5000,15000,12,0.26,0.2477
1,5000,15000,12,0.26,0.2466
2,5000,15000,12,0.26,0.2492
3,5000,15000,12,0.26,0.2484
4,5000,15000,12,0.26,0.2477
0,10000,10000,12,0.654,0.64
1,10000,10000,12,0.654,0.6426
2,10000,10000,12,0.654,0.64255
3,10000,10000,12,0.654,0.6409
4,10000,10000,12,0.654,0.6417
0,5000,15000,12,0.654,0.6399
1,5000,15000,12,0.654,0.6412
2,5000,15000,12,0.654,0.6401
3,5000,15000,12,0.654,0.6409
4,5000,15000,12,0.654,0.6412
0,10000,10000,12,0.291,0.2808
1,10000,10000,12,0.291,0.2776
2,10000,10000,12,0.291,0.28055
3,10000,10000,12,0.291,0.2776
4,10000,10000,12,0.291,0.27955
0,5000,15000,12,0.291,0.2824
1,5000,15000,12,0.291,0.2815
2,5000,15000,12,0.291,0.2815
3,5000,15000,12,0.291,0.2815
4,5000,15000,12,0.291,0.2815
0,10000,10000,12,0.448,0.4324
1,10000,10000,12,0.448,0.43415
2,10000,10000,12,0.448,0.4317
3,10000,10000,12,0.448,0.4317
4,10000,10000,12,0.448,0.4322
0,5000,15000,12,0.448,0.4375
1,5000,15000,12,0.448,0.4373
2,5000,15000,12,0.448,0.4345
3,5000,15000,12,0.448,0.4376
4,5000,15000,12,0.448,0.4345
0,10000,10000,12,0.349,0.33545
1,10000,10000,12,0.349,0.33695
2,10000,10000,12,0.349,0.33725
3,10000,10000,12,0.349,0.3372
4,10000,10000,12,0.349,0.3344
0,5000,15000,12,0.349,0.3386
1,5000,15000,12,0.349,0.3381
2,5000,15000,12,0.349,0.3378
3,5000,15000,12,0.349,0.3362
4,5000,15000,12,0.349,0.3373
0,10000,10000,12,0.707,0.68865
1,10000,10000,12,0.707,0.6909
2,10000,10000,12,0.707,0.694
3,10000,10000,12,0.707,0.6909
4,10000,10000,12,0.707,0.69255
0,5000,15000,12,0.707,0.6902
1,5000,15000,12,0.707,0.6958
2,5000,15000,12,0.707,0.6923
3,5000,15000,12,0.707,0.6955
4,5000,15000,12,0.707,0.6935
0,10000,10000,12,0.736,0.7238
1,10000,10000,12,0.736,0.72415
2,10000,10000,12,0.736,0.72415
3,10000,10000,12,0.736,0.7242
4,10000,10000,12,0.736,0.7254
0,5000,15000,12,0.736,0.7237
1,5000,15000,12,0.736,0.7249
2,5000,15000,12,0.736,0.7269
3,5000,15000,12,0.736,0.7238
4,5000,15000,12,0.736,0.7258
0,10000,10000,12,0.129,0.12605
1,10000,10000,12,0.129,0.1228
2,10000,10000,12,0.129,0.1229
3,10000,10000,12,0.129,0.1214
4,10000,10000,12,0.129,0.12285
0,5000,15000,12,0.129,0.1239
1,5000,15000,12,0.129,0.1224
2,5000,15000,12,0.129,0.1224
3,5000,15000,12,0.129,0.1224
4,5000,15000,12,0.129,0.1237
0,10000,10000,12,0.537,0.52
1,10000,10000,12,0.537,0.52255
2,10000,10000,12,0.537,0.5213
3,10000,10000,12,0.537,0.52435
4,10000,10000,12,0.537,0.52385
0,5000,15000,12,0.537,0.5196
1,5000,15000,12,0.537,0.5213
2,5000,15000,12,0.537,0.5216
3,5000,15000,12,0.537,0.5224
4,5000,15000,12,0.537,0.5229
0,10000,10000,12,0.735,0.721
1,10000,10000,12,0.735,0.7232
2,10000,10000,12,0.735,0.72445
3,10000,10000,12,0.735,0.7257
4,10000,10000,12,0.735,0.72325
0,5000,15000,12,0.735,0.7203
1,5000,15000,12,0.735,0.7222
2,5000,15000,12,0.735,0.7265
3,5000,15000,12,0.735,0.7235
4,5000,15000,12,0.735,0.7222
0,10000,10000,12,0.604,0.59155
1,10000,10000,12,0.604,0.5901
2,10000,10000,12,0.604,0.5901
3,10000,10000,12,0.604,0.59025
4,10000,10000,12,0.604,0.59025
0,5000,15000,12,0.604,0.5917
1,5000,15000,12,0.604,0.5903
2,5000,15000,12,0.604,0.5928
3,5000,15000,12,0.604,0.593
4,5000,15000,12,0.604,0.591
0,10000,10000,12,0.27,0.26075
1,10000,10000,12,0.27,0.25805
2,10000,10000,12,0.27,0.2604
3,10000,10000,12,0.27,0.25825
4,10000,10000,12,0.27,0.25905
0,5000,15000,12,0.27,0.2609
1,5000,15000,12,0.27,0.2583
2,5000,15000,12,0.27,0.2589
3,5000,15000,12,0.27,0.2609
4,5000,15000,12,0.27,0.2595
0,10000,10000,12,0.768,0.75295
1,10000,10000,12,0.768,0.75735
2,10000,10000,12,0.768,0.7581
3,10000,10000,12,0.768,0.7577
4,10000,10000,12,0.768,0.75695
0,5000,15000,12,0.768,0.7559
1,5000,15000,12,0.768,0.7583
2,5000,15000,12,0.768,0.7599
3,5000,15000,12,0.768,0.762
4,5000,15000,12,0.768,0.7601
0,10000,10000,12,0.086,0.0853
1,10000,10000,12,0.086,0.08205
2,10000,10000,12,0.086,0.0812
3,10000,10000,12,0.086,0.0814
4,10000,10000,12,0.086,0.08195
0,5000,15000,12,0.086,0.0886
1,5000,15000,12,0.086,0.0816
2,5000,15000,12,0.086,0.0814
3,5000,15000,12,0.086,0.0816
4,5000,15000,12,0.086,0.0816
0,10000,10000,12,0.46,0.44515
1,10000,10000,12,0.46,0.44445
2,10000,10000,12,0.46,0.44655
3,10000,10000,12,0.46,0.44555
4,10000,10000,12,0.46,0.4445
0,5000,15000,12,0.46,0.449
1,5000,15000,12,0.46,0.4487
2,5000,15000,12,0.46,0.4439
3,5000,15000,12,0.46,0.4486
4,5000,15000,12,0.46,0.4444
0,10000,10000,12,0.519,0.50295
1,10000,10000,12,0.519,0.5065
2,10000,10000,12,0.519,0.5041
3,10000,10000,12,0.519,0.50635
4,10000,10000,12,0.519,0.5028
0,5000,15000,12,0.519,0.5014
1,5000,15000,12,0.519,0.5033
2,5000,15000,12,0.519,0.5021
3,5000,15000,12,0.519,0.4984
4,5000,15000,12,0.519,0.4973
0,10000,10000,12,0.345,0.33235
1,10000,10000,12,0.345,0.3333
2,10000,10000,12,0.345,0.33305
3,10000,10000,12,0.345,0.3321
4,10000,10000,12,0.345,0.33305
0,5000,15000,12,0.345,0.3325
1,5000,15000,12,0.345,0.3311
2,5000,15000,12,0.345,0.3325
3,5000,15000,12,0.345,0.3339
4,5000,15000,12,0.345,0.3338
0,10000,10000,12,0.735,0.7197
1,10000,10000,12,0.735,0.7233
2,10000,10000,12,0.735,0.7241
3,10000,10000,12,0.735,0.72465
4,10000,10000,12,0.735,0.72315
0,5000,15000,12,0.735,0.7193
1,5000,15000,12,0.735,0.7251
2,5000,15000,12,0.735,0.7221
3,5000,15000,12,0.735,0.7251
4,5000,15000,12,0.735,0.725
0,10000,10000,12,0.754,0.74315
1,10000,10000,12,0.754,0.74515
2,10000,10000,12,0.754,0.74535
3,10000,10000,12,0.754,0.7449
4,10000,10000,12,0.754,0.7433
0,5000,15000,12,0.754,0.745
1,5000,15000,12,0.754,0.7453
2,5000,15000,12,0.754,0.7454
3,5000,15000,12,0.754,0.7423
4,5000,15000,12,0.754,0.7418
0,10000,10000,12,0.358,0.3512
1,10000,10000,12,0.358,0.34875
2,10000,10000,12,0.358,0.3485
3,10000,10000,12,0.358,0.34785
4,10000,10000,12,0.358,0.34645
0,5000,15000,12,0.358,0.3494
1,5000,15000,12,0.358,0.3459
2,5000,15000,12,0.358,0.3476
3,5000,15000,12,0.358,0.3475
4,5000,15000,12,0.358,0.3473
0,10000,10000,12,0.606,0.59095
1,10000,10000,12,0.606,0.59295
2,10000,10000,12,0.606,0.59285
3,10000,10000,12,0.606,0.5926
4,10000,10000,12,0.606,0.59295
0,5000,15000,12,0.606,0.5926
1,5000,15000,12,0.606,0.5924
2,5000,15000,12,0.606,0.5937
3,5000,15000,12,0.606,0.595
4,5000,15000,12,0.606,0.5944
0,10000,10000,12,0.237,0.2287
1,10000,10000,12,0.237,0.226
2,10000,10000,12,0.237,0.22605
3,10000,10000,12,0.237,0.22605
4,10000,10000,12,0.237,0.22685
0,5000,15000,12,0.237,0.2292
1,5000,15000,12,0.237,0.2266
2,5000,15000,12,0.237,0.2292
3,5000,15000,12,0.237,0.2279
4,5000,15000,12,0.237,0.2268
0,10000,10000,12,0.502,0.486
1,10000,10000,12,0.502,0.4853
2,10000,10000,12,0.502,0.4891
3,10000,10000,12,0.502,0.4873
4,10000,10000,12,0.502,0.4865
0,5000,15000,12,0.502,0.4895
1,5000,15000,12,0.502,0.4912
2,5000,15000,12,0.502,0.4899
3,5000,15000,12,0.502,0.4876
4,5000,15000,12,0.502,0.4905
0,10000,10000,12,0.467,0.4527
1,10000,10000,12,0.467,0.4523
2,10000,10000,12,0.467,0.4512
3,10000,10000,12,0.467,0.4526
4,10000,10000,12,0.467,0.45415
0,5000,15000,12,0.467,0.4568
1,5000,15000,12,0.467,0.4559
2,5000,15000,12,0.467,0.4523
3,5000,15000,12,0.467,0.4563
4,5000,15000,12,0.467,0.4554
0,10000,10000,12,0.184,0.177
1,10000,10000,12,0.184,0.17585
2,10000,10000,12,0.184,0.17575
3,10000,10000,12,0.184,0.1752
4,10000,10000,12,0.184,0.17575
0,5000,15000,12,0.184,0.1786
1,5000,15000,12,0.184,0.176
2,5000,15000,12,0.184,0.1784
3,5000,15000,12,0.184,0.1759
4,5000,15000,12,0.184,0.1785
0,10000,10000,12,0.988,0.981
1,10000,10000,12,0.988,0.9873
2,10000,10000,12,0.988,0.9873
3,10000,10000,12,0.988,0.9873
4,10000,10000,12,0.988,0.9873
0,5000,15000,12,0.988,0.9823
1,5000,15000,12,0.988,0.9869
2,5000,15000,12,0.988,0.987
3,5000,15000,12,0.988,0.9868
4,5000,15000,12,0.988,0.9872
0,10000,10000,12,0.157,0.15615
1,10000,10000,12,0.157,0.1483
2,10000,10000,12,0.157,0.14945
3,10000,10000,12,0.157,0.14945
4,10000,10000,12,0.157,0.1495
0,5000,15000,12,0.157,0.1567
1,5000,15000,12,0.157,0.1496
2,5000,15000,12,0.157,0.1517
3,5000,15000,12,0.157,0.1496
4,5000,15000,12,0.157,0.1499
0,10000,10000,12,0.956,0.95105
1,10000,10000,12,0.956,0.95745
2,10000,10000,12,0.956,0.95745
3,10000,10000,12,0.956,0.95745
4,10000,10000,12,0.956,0.95695
0,5000,15000,12,0.956,0.9466
1,5000,15000,12,0.956,0.9535
2,5000,15000,12,0.956,0.9529
3,5000,15000,12,0.956,0.9535
4,5000,15000,12,0.956,0.9529
0,10000,10000,12,0.701,0.69375
1,10000,10000,12,0.701,0.6908
2,10000,10000,12,0.701,0.69275
3,10000,10000,12,0.701,0.69165
4,10000,10000,12,0.701,0.6897
0,5000,15000,12,0.701,0.6914
1,5000,15000,12,0.701,0.6882
2,5000,15000,12,0.701,0.6915
3,5000,15000,12,0.701,0.6882
4,5000,15000,12,0.701,0.6905
0,10000,10000,12,0.554,0.5401
1,10000,10000,12,0.554,0.54105
2,10000,10000,12,0.554,0.53975
3,10000,10000,12,0.554,0.5392
4,10000,10000,12,0.554,0.5393
0,5000,15000,12,0.554,0.5436
1,5000,15000,12,0.554,0.5395
2,5000,15000,12,0.554,0.5387
3,5000,15000,12,0.554,0.5417
4,5000,15000,12,0.554,0.5403
0,10000,10000,12,0.673,0.66005
1,10000,10000,12,0.673,0.65835
2,10000,10000,12,0.673,0.66195
3,10000,10000,12,0.673,0.6583
4,10000,10000,12,0.673,0.65985
0,5000,15000,12,0.673,0.6615
1,5000,15000,12,0.673,0.6618
2,5000,15000,12,0.673,0.6618
3,5000,15000,12,0.673,0.6615
4,5000,15000,12,0.673,0.6616
0,10000,10000,12,0.471,0.4587
1,10000,10000,12,0.471,0.4562
2,10000,10000,12,0.471,0.45535
3,10000,10000,12,0.471,0.4591
4,10000,10000,12,0.471,0.45725
0,5000,15000,12,0.471,0.4592
1,5000,15000,12,0.471,0.4592
2,5000,15000,12,0.471,0.4546
3,5000,15000,12,0.471,0.459
4,5000,15000,12,0.471,0.4576
0,10000,10000,12,0.338,0.32495
1,10000,10000,12,0.338,0.3268
2,10000,10000,12,0.338,0.32545
3,10000,10000,12,0.338,0.32405
4,10000,10000,12,0.338,0.3255
0,5000,15000,12,0.338,0.3263
1,5000,15000,12,0.338,0.3275
2,5000,15000,12,0.338,0.3245
3,5000,15000,12,0.338,0.3246
4,5000,15000,12,0.338,0.3258
0,10000,10000,12,0.411,0.39785
1,10000,10000,12,0.411,0.39785
2,10000,10000,12,0.411,0.3972
3,10000,10000,12,0.411,0.3973
4,10000,10000,12,0.411,0.3978
0,5000,15000,12,0.411,0.3962
1,5000,15000,12,0.411,0.3975
2,5000,15000,12,0.411,0.3984
3,5000,15000,12,0.411,0.3977
4,5000,15000,12,0.411,0.3968
0,10000,10000,12,0.693,0.67835
1,10000,10000,12,0.693,0.67965
2,10000,10000,12,0.693,0.6819
3,10000,10000,12,0.693,0.6794
4,10000,10000,12,0.693,0.68235
0,5000,15000,12,0.693,0.6795
1,5000,15000,12,0.693,0.6803
2,5000,15000,12,0.693,0.682
3,5000,15000,12,0.693,0.6818
4,5000,15000,12,0.693,0.6819
0,10000,10000,12,0.283,0.27315
1,10000,10000,12,0.283,0.2722
2,10000,10000,12,0.283,0.2693
3,10000,10000,12,0.283,0.27045
4,10000,10000,12,0.283,0.2708
0,5000,15000,12,0.283,0.2752
1,5000,15000,12,0.283,0.2712
2,5000,15000,12,0.283,0.2725
3,5000,15000,12,0.283,0.2693
4,5000,15000,12,0.283,0.2701
0,10000,10000,12,0.65,0.6359
1,10000,10000,12,0.65,0.6379
2,10000,10000,12,0.65,0.63725
3,10000,10000,12,0.65,0.6366
