Starting duty-cycle loop
iteration,frequency_in,frequency_out,resolution_out,ratio,read_val
1,5000,15000,12,0.358,0.3478
2,5000,15000,12,0.358,0.3469
3,5000,15000,12,0.358,0.3457
4,5000,15000,12,0.358,0.3473
0,10000,10000,12,0.54,0.52235
1,10000,10000,12,0.54,0.527
2,10000,10000,12,0.54,0.5239
3,10000,10000,12,0.54,0.5266
4,10000,10000,12,0.54,0.5238
0,5000,15000,12,0.54,0.5211
1,5000,15000,12,0.54,0.5234
2,5000,15000,12,0.54,0.5241
3,5000,15000,12,0.54,0.5256
4,5000,15000,12,0.54,0.5274
0,10000,10000,12,0.582,0.56745
1,10000,10000,12,0.582,0.56795
2,10000,10000,12,0.582,0.56795
3,10000,10000,12,0.582,0.56795
4,10000,10000,12,0.582,0.56795
0,5000,15000,12,0.582,0.5674
1,5000,15000,12,0.582,0.5702
2,5000,15000,12,0.582,0.5686
3,5000,15000,12,0.582,0.569
4,5000,15000,12,0.582,0.5683
0,10000,10000,12,0.504,0.48935
1,10000,10000,12,0.504,0.49015
2,10000,10000,12,0.504,0.4882
3,10000,10000,12,0.504,0.49075
4,10000,10000,12,0.504,0.48795
0,5000,15000,12,0.504,0.4912
1,5000,15000,12,0.504,0.4884
2,5000,15000,12,0.504,0.4911
3,5000,15000,12,0.504,0.4946
4,5000,15000,12,0.504,0.4935
0,10000,10000,12,0.282,0.27025
1,10000,10000,12,0.282,0.26975
2,10000,10000,12,0.282,0.2696
3,10000,10000,12,0.282,0.26875
4,10000,10000,12,0.282,0.2716
0,5000,15000,12,0.282,0.2731
1,5000,15000,12,0.282,0.2705
2,5000,15000,12,0.282,0.2707
3,5000,15000,12,0.282,0.2728
4,5000,15000,12,0.282,0.273
0,10000,10000,12,0.23,0.22025
1,10000,10000,12,0.23,0.2195
2,10000,10000,12,0.23,0.2196
3,10000,10000,12,0.23,0.21955
4,10000,10000,12,0.23,0.2195
0,5000,15000,12,0.23,0.2201
1,5000,15000,12,0.23,0.2203
2,5000,15000,12,0.23,0.2201
3,5000,15000,12,0.23,0.2232
4,5000,15000,12,0.23,0.2235
0,10000,10000,12,0.675,0.66035
1,10000,10000,12,0.675,0.66005
2,10000,10000,12,0.675,0.66365
3,10000,10000,12,0.675,0.6601
4,10000,10000,12,0.675,0.66185
0,5000,15000,12,0.675,0.6633
1,5000,15000,12,0.675,0.6616
2,5000,15000,12,0.675,0.6637
3,5000,15000,12,0.675,0.6624
4,5000,15000,12,0.675,0.6632
0,10000,10000,12,0.58,0.5666
1,10000,10000,12,0.58,0.5666
2,10000,10000,12,0.58,0.5662
3,10000,10000,12,0.58,0.56545
4,10000,10000,12,0.58,0.5655
0,5000,15000,12,0.58,0.5657
1,5000,15000,12,0.58,0.5647
2,5000,15000,12,0.58,0.5665
3,5000,15000,12,0.58,0.564
4,5000,15000,12,0.58,0.5647
0,10000,10000,12,0.571,0.5567
1,10000,10000,12,0.571,0.55815
2,10000,10000,12,0.571,0.55815
3,10000,10000,12,0.571,0.55815
4,10000,10000,12,0.571,0.5581
0,5000,15000,12,0.571,0.56
1,5000,15000,12,0.571,0.5567
2,5000,15000,12,0.571,0.5565
3,5000,15000,12,0.571,0.5569
4,5000,15000,12,0.571,0.5552
0,10000,10000,12,0.416,0.40445
1,10000,10000,12,0.416,0.4027
2,10000,10000,12,0.416,0.4029
3,10000,10000,12,0.416,0.403
4,10000,10000,12,0.416,0.40295
0,5000,15000,12,0.416,0.4033
1,5000,15000,12,0.416,0.4035
2,5000,15000,12,0.416,0.405
3,5000,15000,12,0.416,0.4039
4,5000,15000,12,0.416,0.4025
0,10000,10000,12,0.302,0.2891
1,10000,10000,12,0.302,0.28905
2,10000,10000,12,0.302,0.29005
3,10000,10000,12,0.302,0.2916
4,10000,10000,12,0.302,0.28975
0,5000,15000,12,0.302,0.2921
1,5000,15000,12,0.302,0.2881
2,5000,15000,12,0.302,0.2888
3,5000,15000,12,0.302,0.288
4,5000,15000,12,0.302,0.2878
0,10000,10000,12,0.503,0.4876
1,10000,10000,12,0.503,0.4872
2,10000,10000,12,0.503,0.4912
3,10000,10000,12,0.503,0.48835
4,10000,10000,12,0.503,0.49145
0,5000,15000,12,0.503,0.4897
1,5000,15000,12,0.503,0.4907
2,5000,15000,12,0.503,0.4917
3,5000,15000,12,0.503,0.4897
4,5000,15000,12,0.503,0.4863
0,10000,10000,12,0.886,0.87605
1,10000,10000,12,0.886,0.8791
2,10000,10000,12,0.886,0.88035
3,10000,10000,12,0.886,0.879
4,10000,10000,12,0.886,0.87935
0,5000,15000,12,0.886,0.8758
1,5000,15000,12,0.886,0.8813
2,5000,15000,12,0.886,0.8816
3,5000,15000,12,0.886,0.881
4,5000,15000,12,0.886,0.8811
0,10000,10000,12,0.06,0.06305
1,10000,10000,12,0.06,0.0586
2,10000,10000,12,0.06,0.0578
3,10000,10000,12,0.06,0.05785
4,10000,10000,12,0.06,0.05775
0,5000,15000,12,0.06,0.0602
1,5000,15000,12,0.06,0.0576
2,5000,15000,12,0.06,0.0575
3,5000,15000,12,0.06,0.0576
4,5000,15000,12,0.06,0.0575
0,10000,10000,12,0.821,0.80815
1,10000,10000,12,0.821,0.8126
2,10000,10000,12,0.821,0.81255
3,10000,10000,12,0.821,0.8126
4,10000,10000,12,0.821,0.81255
0,5000,15000,12,0.821,0.8111
1,5000,15000,12,0.821,0.8152
2,5000,15000,12,0.821,0.8142
3,5000,15000,12,0.821,0.8152
4,5000,15000,12,0.821,0.8148
0,10000,10000,12,0.626,0.6151
1,10000,10000,12,0.626,0.6127
2,10000,10000,12,0.626,0.6128
3,10000,10000,12,0.626,0.61275
4,10000,10000,12,0.626,0.6128
0,5000,15000,12,0.626,0.6154
1,5000,15000,12,0.626,0.6124
2,5000,15000,12,0.626,0.6127
3,5000,15000,12,0.626,0.6134
4,5000,15000,12,0.626,0.6129
0,10000,10000,12,0.561,0.5466
1,10000,10000,12,0.561,0.5481
2,10000,10000,12,0.561,0.5459
3,10000,10000,12,0.561,0.54585
4,10000,10000,12,0.561,0.5473
0,5000,15000,12,0.561,0.5478
1,5000,15000,12,0.561,0.5463
2,5000,15000,12,0.561,0.5465
3,5000,15000,12,0.561,0.5459
4,5000,15000,12,0.561,0.5465
0,10000,10000,12,0.058,0.0569
1,10000,10000,12,0.058,0.0551
2,10000,10000,12,0.058,0.0558
3,10000,10000,12,0.058,0.05525
4,10000,10000,12,0.058,0.05515
0,5000,15000,12,0.058,0.0555
1,5000,15000,12,0.058,0.0555
2,5000,15000,12,0.058,0.0556
3,5000,15000,12,0.058,0.0556
4,5000,15000,12,0.058,0.0554
0,10000,10000,12,0.635,0.62005
1,10000,10000,12,0.635,0.62245
2,10000,10000,12,0.635,0.62055
3,10000,10000,12,0.635,0.6225
4,10000,10000,12,0.635,0.6224
0,5000,15000,12,0.635,0.6217
1,5000,15000,12,0.635,0.6216
2,5000,15000,12,0.635,0.6217
3,5000,15000,12,0.635,0.623
4,5000,15000,12,0.635,0.6231
0,10000,10000,12,0.498,0.4843
1,10000,10000,12,0.498,0.4814
2,10000,10000,12,0.498,0.4849
3,10000,10000,12,0.498,0.48365
4,10000,10000,12,0.498,0.48455
0,5000,15000,12,0.498,0.4847
1,5000,15000,12,0.498,0.4822
2,5000,15000,12,0.498,0.4851
3,5000,15000,12,0.498,0.4872
4,5000,15000,12,0.498,0.4856
0,10000,10000,12,0.63,0.61585
1,10000,10000,12,0.63,0.6172
2,10000,10000,12,0.63,0.6173
3,10000,10000,12,0.63,0.61725
4,10000,10000,12,0.63,0.6157
0,5000,15000,12,0.63,0.6159
1,5000,15000,12,0.63,0.6195
2,5000,15000,12,0.63,0.6193
3,5000,15000,12,0.63,0.618
4,5000,15000,12,0.63,0.6191
0,10000,10000,12,0.56,0.5466
1,10000,10000,12,0.56,0.54805
2,10000,10000,12,0.56,0.5472
3,10000,10000,12,0.56,0.54575
4,10000,10000,12,0.56,0.54575
0,5000,15000,12,0.56,0.5483
1,5000,15000,12,0.56,0.5443
2,5000,15000,12,0.56,0.5458
3,5000,15000,12,0.56,0.5464
4,5000,15000,12,0.56,0.5467
0,10000,10000,12,0.336,0.3236
1,10000,10000,12,0.336,0.32455
2,10000,10000,12,0.336,0.3229
3,10000,10000,12,0.336,0.32325
4,10000,10000,12,0.336,0.3246
0,5000,15000,12,0.336,0.3251
1,5000,15000,12,0.336,0.3236
2,5000,15000,12,0.336,0.3231
3,5000,15000,12,0.336,0.3217
4,5000,15000,12,0.336,0.3248
0,10000,10000,12,0.568,0.5516
1,10000,10000,12,0.568,0.55505
2,10000,10000,12,0.568,0.55505
3,10000,10000,12,0.568,0.55495
4,10000,10000,12,0.568,0.5546
0,5000,15000,12,0.568,0.5547
1,5000,15000,12,0.568,0.5579
2,5000,15000,12,0.568,0.5572
3,5000,15000,12,0.568,0.558
4,5000,15000,12,0.568,0.5576
0,10000,10000,12,0.6,0.5867
1,10000,10000,12,0.6,0.58695
2,10000,10000,12,0.6,0.58695
3,10000,10000,12,0.6,0.58705
4,10000,10000,12,0.6,0.5871
0,5000,15000,12,0.6,0.5857
1,5000,15000,12,0.6,0.5882
2,5000,15000,12,0.6,0.5868
3,5000,15000,12,0.6,0.5869
4,5000,15000,12,0.6,0.5851
0,10000,10000,12,0.056,0.05535
1,10000,10000,12,0.056,0.05395
2,10000,10000,12,0.056,0.05325
3,10000,10000,12,0.056,0.0533
4,10000,10000,12,0.056,0.0533
0,5000,15000,12,0.056,0.057
1,5000,15000,12,0.056,0.0529
2,5000,15000,12,0.056,0.0535
3,5000,15000,12,0.056,0.0529
4,5000,15000,12,0.056,0.0533
0,10000,10000,12,0.223,0.2135
1,10000,10000,12,0.223,0.21345
2,10000,10000,12,0.223,0.21285
3,10000,10000,12,0.223,0.2128
4,10000,10000,12,0.223,0.21285
0,5000,15000,12,0.223,0.2172
1,5000,15000,12,0.223,0.2156
2,5000,15000,12,0.223,0.2164
3,5000,15000,12,0.223,0.214
4,5000,15000,12,0.223,0.212
0,10000,10000,12,0.305,0.29135
1,10000,10000,12,0.305,0.29375
2,10000,10000,12,0.305,0.29065
3,10000,10000,12,0.305,0.2925
4,10000,10000,12,0.305,0.2905
0,5000,15000,12,0.305,0.2949
1,5000,15000,12,0.305,0.2916
2,5000,15000,12,0.305,0.2925
3,5000,15000,12,0.305,0.2916
4,5000,15000,12,0.305,0.2924
0,10000,10000,12,0.765,0.75045
1,10000,10000,12,0.765,0.75515
2,10000,10000,12,0.765,0.75575
3,10000,10000,12,0.765,0.75545
4,10000,10000,12,0.765,0.756
0,5000,15000,12,0.765,0.7578
1,5000,15000,12,0.765,0.7602
2,5000,15000,12,0.765,0.7571
3,5000,15000,12,0.765,0.7598
4,5000,15000,12,0.765,0.7598
0,10000,10000,12,0.76,0.7494
1,10000,10000,12,0.76,0.75
2,10000,10000,12,0.76,0.7493
3,10000,10000,12,0.76,0.7496
4,10000,10000,12,0.76,0.74935
0,5000,15000,12,0.76,0.7522
1,5000,15000,12,0.76,0.7513
2,5000,15000,12,0.76,0.7528
3,5000,15000,12,0.76,0.7503
4,5000,15000,12,0.76,0.7491
0,10000,10000,12,0.897,0.8907
1,10000,10000,12,0.897,0.8911
2,10000,10000,12,0.897,0.8914
3,10000,10000,12,0.897,0.892
4,10000,10000,12,0.897,0.89105
0,5000,15000,12,0.897,0.8929
1,5000,15000,12,0.897,0.893
2,5000,15000,12,0.897,0.8935
3,5000,15000,12,0.897,0.894
4,5000,15000,12,0.897,0.8935
0,10000,10000,12,0.16,0.1597
1,10000,10000,12,0.16,0.15385
2,10000,10000,12,0.16,0.1539
3,10000,10000,12,0.16,0.15375
4,10000,10000,12,0.16,0.1539
0,5000,15000,12,0.16,0.1563
1,5000,15000,12,0.16,0.1528
2,5000,15000,12,0.16,0.1553
3,5000,15000,12,0.16,0.1528
4,5000,15000,12,0.16,0.1548
0,10000,10000,12,0.65,0.6354
1,10000,10000,12,0.65,0.63785
2,10000,10000,12,0.65,0.6359
3,10000,10000,12,0.65,0.6353
4,10000,10000,12,0.65,0.63555
0,5000,15000,12,0.65,0.636
1,5000,15000,12,0.65,0.6368
2,5000,15000,12,0.65,0.636
3,5000,15000,12,0.65,0.6374
4,5000,15000,12,0.65,0.6368
0,10000,10000,12,0.412,0.4017
1,10000,10000,12,0.412,0.3992
2,10000,10000,12,0.412,0.3991
3,10000,10000,12,0.412,0.3991
4,10000,10000,12,0.412,0.39855
0,5000,15000,12,0.412,0.398
1,5000,15000,12,0.412,0.3992
2,5000,15000,12,0.412,0.3988
3,5000,15000,12,0.412,0.4002
4,5000,15000,12,0.412,0.399
0,10000,10000,12,0.921,0.9109
1,10000,10000,12,0.921,0.91625
2,10000,10000,12,0.921,0.9162
3,10000,10000,12,0.921,0.91695
4,10000,10000,12,0.921,0.9162
0,5000,15000,12,0.921,0.9089
1,5000,15000,12,0.921,0.9161
2,5000,15000,12,0.921,0.9162
3,5000,15000,12,0.921,0.9162
4,5000,15000,12,0.921,0.9164
0,10000,10000,12,0.351,0.34285
1,10000,10000,12,0.351,0.33865
2,10000,10000,12,0.351,0.33915
3,10000,10000,12,0.351,0.33915
4,10000,10000,12,0.351,0.33915
0,5000,15000,12,0.351,0.3388
1,5000,15000,12,0.351,0.3396
2,5000,15000,12,0.351,0.3395
3,5000,15000,12,0.351,0.3394
4,5000,15000,12,0.351,0.3386
0,10000,10000,12,0.765,0.75045
1,10000,10000,12,0.765,0.75515
2,10000,10000,12,0.765,0.75575
3,10000,10000,12,0.765,0.75545
4,10000,10000,12,0.765,0.756
0,5000,15000,12,0.765,0.754
1,5000,15000,12,0.765,0.7607
2,5000,15000,12,0.765,0.7604
3,5000,15000,12,0.765,0.7591
4,5000,15000,12,0.765,0.7571
0,10000,10000,12,0.771,0.7612
1,10000,10000,12,0.771,0.7625
2,10000,10000,12,0.771,0.76125
3,10000,10000,12,0.771,0.76115
4,10000,10000,12,0.771,0.7612
0,5000,15000,12,0.771,0.7592
1,5000,15000,12,0.771,0.7618
2,5000,15000,12,0.771,0.7591
3,5000,15000,12,0.771,0.7598
4,5000,15000,12,0.771,0.7617
0,10000,10000,12,0.644,0.6317
1,10000,10000,12,0.644,0.6315
2,10000,10000,12,0.644,0.62955
3,10000,10000,12,0.644,0.63195
4,10000,10000,12,0.644,0.63085
0,5000,15000,12,0.644,0.6306
1,5000,15000,12,0.644,0.629
2,5000,15000,12,0.644,0.6302
3,5000,15000,12,0.644,0.63
4,5000,15000,12,0.644,0.6304
0,10000,10000,12,0.945,0.9388
1,10000,10000,12,0.945,0.94205
2,10000,10000,12,0.945,0.9421
3,10000,10000,12,0.945,0.9421
4,10000,10000,12,0.945,0.94265
0,5000,15000,12,0.945,0.9397
1,5000,15000,12,0.945,0.9416
2,5000,15000,12,0.945,0.9417
3,5000,15000,12,0.945,0.9416
4,5000,15000,12,0.945,0.9416
0,10000,10000,12,0.79,0.78085
1,10000,10000,12,0.79,0.77925
2,10000,10000,12,0.79,0.7792
3,10000,10000,12,0.79,0.77925
4,10000,10000,12,0.79,0.77965
0,5000,15000,12,0.79,0.7843
1,5000,15000,12,0.79,0.78
2,5000,15000,12,0.79,0.7823
3,5000,15000,12,0.79,0.7824
4,5000,15000,12,0.79,0.782
0,10000,10000,12,0.387,0.3775
1,10000,10000,12,0.387,0.3738
2,10000,10000,12,0.387,0.3738
3,10000,10000,12,0.387,0.3738
4,10000,10000,12,0.387,0.37315
0,5000,15000,12,0.387,0.3799
1,5000,15000,12,0.387,0.3726
2,5000,15000,12,0.387,0.374
3,5000,15000,12,0.387,0.3726
4,5000,15000,12,0.387,0.3723
0,10000,10000,12,0.357,0.3472
1,10000,10000,12,0.357,0.348
2,10000,10000,12,0.357,0.34755
3,10000,10000,12,0.357,0.34725
4,10000,10000,12,0.357,0.34575
0,5000,15000,12,0.357,0.3452
1,5000,15000,12,0.357,0.3451
2,5000,15000,12,0.357,0.345
3,5000,15000,12,0.357,0.345
4,5000,15000,12,0.357,0.343
0,10000,10000,12,0.598,0.5824
1,10000,10000,12,0.598,0.5844
2,10000,10000,12,0.598,0.5845
3,10000,10000,12,0.598,0.5845
4,10000,10000,12,0.598,0.58445
0,5000,15000,12,0.598,0.5822
1,5000,15000,12,0.598,0.5855
2,5000,15000,12,0.598,0.5876
3,5000,15000,12,0.598,0.5877
4,5000,15000,12,0.598,0.5857
0,10000,10000,12,0.038,0.0379
1,10000,10000,12,0.038,0.036
2,10000,10000,12,0.038,0.0364
3,10000,10000,12,0.038,0.036
4,10000,10000,12,0.038,0.036
0,5000,15000,12,0.038,0.036
1,5000,15000,12,0.038,0.036
2,5000,15000,12,0.038,0.0354
3,5000,15000,12,0.038,0.0355
4,5000,15000,12,0.038,0.0359
0,10000,10000,12,0.768,0.75295
1,10000,10000,12,0.768,0.75735
2,10000,10000,12,0.768,0.7581
3,10000,10000,12,0.768,0.7577
4,10000,10000,12,0.768,0.75695
0,5000,15000,12,0.768,0.7555
1,5000,15000,12,0.768,0.7585
2,5000,15000,12,0.768,0.7597
3,5000,15000,12,0.768,0.762
4,5000,15000,12,0.768,0.7603
0,10000,10000,12,0.361,0.3513
1,10000,10000,12,0.361,0.3489
2,10000,10000,12,0.361,0.34855
3,10000,10000,12,0.361,0.34845
4,10000,10000,12,0.361,0.3468
0,5000,15000,12,0.361,0.3489
1,5000,15000,12,0.361,0.3492
2,5000,15000,12,0.361,0.348
3,5000,15000,12,0.361,0.3493
4,5000,15000,12,0.361,0.3475
0,10000,10000,12,0.094,0.08895
1,10000,10000,12,0.094,0.0894
2,10000,10000,12,0.094,0.0891
3,10000,10000,12,0.094,0.08845
4,10000,10000,12,0.094,0.0894
0,5000,15000,12,0.094,0.0886
1,5000,15000,12,0.094,0.0898
2,5000,15000,12,0.094,0.0898
3,5000,15000,12,0.094,0.0897
4,5000,15000,12,0.094,0.0897
0,10000,10000,12,0.822,0.80935
1,10000,10000,12,0.822,0.8138
2,10000,10000,12,0.822,0.8138
3,10000,10000,12,0.822,0.8138
4,10000,10000,12,0.822,0.8139
0,5000,15000,12,0.822,0.8153
1,5000,15000,12,0.822,0.8126
2,5000,15000,12,0.822,0.8126
3,5000,15000,12,0.822,0.8136
4,5000,15000,12,0.822,0.8127
0,10000,10000,12,0.797,0.78765
1,10000,10000,12,0.797,0.78735
2,10000,10000,12,0.797,0.78725
3,10000,10000,12,0.797,0.7872
4,10000,10000,12,0.797,0.7872
0,5000,15000,12,0.797,0.7866
1,5000,15000,12,0.797,0.7887
2,5000,15000,12,0.797,0.7889
3,5000,15000,12,0.797,0.7865
4,5000,15000,12,0.797,0.786
0,10000,10000,12,0.986,0.98295
1,10000,10000,12,0.986,0.98495
2,10000,10000,12,0.986,0.98495
3,10000,10000,12,0.986,0.985
4,10000,10000,12,0.986,0.98505
0,5000,15000,12,0.986,0.9808
1,5000,15000,12,0.986,0.9835
2,5000,15000,12,0.986,0.9834
3,5000,15000,12,0.986,0.9836
4,5000,15000,12,0.986,0.9836
0,10000,10000,12,0.478,0.46845
1,10000,10000,12,0.478,0.4624
2,10000,10000,12,0.478,0.46505
3,10000,10000,12,0.478,0.4619
4,10000,10000,12,0.478,0.46225
0,5000,15000,12,0.478,0.4666
1,5000,15000,12,0.478,0.4652
2,5000,15000,12,0.478,0.4609
3,5000,15000,12,0.478,0.4666
4,5000,15000,12,0.478,0.4665
0,10000,10000,12,0.169,0.16215
1,10000,10000,12,0.169,0.15955
2,10000,10000,12,0.169,0.1598
3,10000,10000,12,0.169,0.161
4,10000,10000,12,0.169,0.16085
0,5000,15000,12,0.169,0.1632
1,5000,15000,12,0.169,0.1631
2,5000,15000,12,0.169,0.1651
3,5000,15000,12,0.169,0.1632
4,5000,15000,12,0.169,0.1651
0,10000,10000,12,0.973,0.965
1,10000,10000,12,0.973,0.97115
2,10000,10000,12,0.973,0.97115
3,10000,10000,12,0.973,0.97145
4,10000,10000,12,0.973,0.9713
0,5000,15000,12,0.973,0.9689
1,5000,15000,12,0.973,0.9702
2,5000,15000,12,0.973,0.9708
3,5000,15000,12,0.973,0.9702
4,5000,15000,12,0.973,0.9706
0,10000,10000,12,0.163,0.1606
1,10000,10000,12,0.163,0.1542
2,10000,10000,12,0.163,0.1542
3,10000,10000,12,0.163,0.1543
4,10000,10000,12,0.163,0.15405
0,5000,15000,12,0.163,0.16
1,5000,15000,12,0.163,0.1558
2,5000,15000,12,0.163,0.157
3,5000,15000,12,0.163,0.1558
4,5000,15000,12,0.163,0.1577
0,10000,10000,12,0.123,0.11635
1,10000,10000,12,0.123,0.117
2,10000,10000,12,0.123,0.11615
3,10000,10000,12,0.123,0.11575
4,10000,10000,12,0.123,0.11695
0,5000,15000,12,0.123,0.1205
1,5000,15000,12,0.123,0.1222
2,5000,15000,12,0.123,0.1215
3,5000,15000,12,0.123,0.1214
4,5000,15000,12,0.123,0.1214
0,10000,10000,12,0.664,0.64955
1,10000,10000,12,0.664,0.64975
2,10000,10000,12,0.664,0.6522
3,10000,10000,12,0.664,0.6524
4,10000,10000,12,0.664,0.6517
0,5000,15000,12,0.664,0.6499
1,5000,15000,12,0.664,0.6513
2,5000,15000,12,0.664,0.6518
3,5000,15000,12,0.664,0.6513
4,5000,15000,12,0.664,0.6517
0,10000,10000,12,0.911,0.9037
1,10000,10000,12,0.911,0.9057
2,10000,10000,12,0.911,0.9067
3,10000,10000,12,0.911,0.90565
4,10000,10000,12,0.911,0.90665
0,5000,15000,12,0.911,0.9023
1,5000,15000,12,0.911,0.9055
2,5000,15000,12,0.911,0.9058
3,5000,15000,12,0.911,0.9057
4,5000,15000,12,0.911,0.9065
0,10000,10000,12,0.791,0.78085
1,10000,10000,12,0.791,0.77915
2,10000,10000,12,0.791,0.7798
3,10000,10000,12,0.791,0.77965
4,10000,10000,12,0.791,0.7791
0,5000,15000,12,0.791,0.7843
1,5000,15000,12,0.791,0.7836
2,5000,15000,12,0.791,0.7847
3,5000,15000,12,0.791,0.7841
4,5000,15000,12,0.791,0.7841
0,10000,10000,12,0.584,0.57175
1,10000,10000,12,0.584,0.5695
2,10000,10000,12,0.584,0.5704
3,10000,10000,12,0.584,0.57045
4,10000,10000,12,0.584,0.5705
0,5000,15000,12,0.584,0.5729
1,5000,15000,12,0.584,0.5685
2,5000,15000,12,0.584,0.5701
3,5000,15000,12,0.584,0.5685
4,5000,15000,12,0.584,0.5689
0,10000,10000,12,0.719,0.7052
1,10000,10000,12,0.719,0.70615
2,10000,10000,12,0.719,0.70695
3,10000,10000,12,0.719,0.7091
4,10000,10000,12,0.719,0.7061
0,5000,15000,12,0.719,0.7103
1,5000,15000,12,0.719,0.7088
2,5000,15000,12,0.719,0.7062
3,5000,15000,12,0.719,0.7089
4,5000,15000,12,0.719,0.706
0,10000,10000,12,0.509,0.4958
1,10000,10000,12,0.509,0.4931
2,10000,10000,12,0.509,0.49735
3,10000,10000,12,0.509,0.4944
4,10000,10000,12,0.509,0.49695
0,5000,15000,12,0.509,0.503
1,5000,15000,12,0.509,0.4978
2,5000,15000,12,0.509,0.4995
3,5000,15000,12,0.509,0.5011
4,5000,15000,12,0.509,0.499
0,10000,10000,12,0.449,0.4334
1,10000,10000,12,0.449,0.4337
2,10000,10000,12,0.449,0.43295
3,10000,10000,12,0.449,0.4321
4,10000,10000,12,0.449,0.43235
0,5000,15000,12,0.449,0.4375
1,5000,15000,12,0.449,0.4357
2,5000,15000,12,0.449,0.4334
3,5000,15000,12,0.449,0.4367
4,5000,15000,12,0.449,0.4333
0,10000,10000,12,0.442,0.4281
1,10000,10000,12,0.442,0.42925
2,10000,10000,12,0.442,0.4271
3,10000,10000,12,0.442,0.4271
4,10000,10000,12,0.442,0.4271
0,5000,15000,12,0.442,0.4284
1,5000,15000,12,0.442,0.4292
2,5000,15000,12,0.442,0.429
3,5000,15000,12,0.442,0.4293
4,5000,15000,12,0.442,0.4289
0,10000,10000,12,0.584,0.56795
1,10000,10000,12,0.584,0.5696
2,10000,10000,12,0.584,0.5705
3,10000,10000,12,0.584,0.57045
4,10000,10000,12,0.584,0.57055
0,5000,15000,12,0.584,0.5683
1,5000,15000,12,0.584,0.5727
2,5000,15000,12,0.584,0.5702
3,5000,15000,12,0.584,0.5717
4,5000,15000,12,0.584,0.5688
0,10000,10000,12,0.188,0.18375
1,10000,10000,12,0.188,0.1811
2,10000,10000,12,0.188,0.18065
3,10000,10000,12,0.188,0.18095
4,10000,10000,12,0.188,0.18095
0,5000,15000,12,0.188,0.1812
1,5000,15000,12,0.188,0.1795
2,5000,15000,12,0.188,0.1818
3,5000,15000,12,0.188,0.1795
4,5000,15000,12,0.188,0.1798
0,10000,10000,12,0.486,0.4706
1,10000,10000,12,0.486,0.4703
2,10000,10000,12,0.486,0.47135
3,10000,10000,12,0.486,0.47165
4,10000,10000,12,0.486,0.47225
0,5000,15000,12,0.486,0.4739
1,5000,15000,12,0.486,0.4751
2,5000,15000,12,0.486,0.4717
3,5000,15000,12,0.486,0.4715
4,5000,15000,12,0.486,0.4739
0,10000,10000,12,0.384,0.37125
1,10000,10000,12,0.384,0.3701
2,10000,10000,12,0.384,0.37095
3,10000,10000,12,0.384,0.37025
4,10000,10000,12,0.384,0.3707
0,5000,15000,12,0.384,0.3736
1,5000,15000,12,0.384,0.3726
2,5000,15000,12,0.384,0.3721
3,5000,15000,12,0.384,0.3726
4,5000,15000,12,0.384,0.3726
0,10000,10000,12,0.608,0.59285
1,10000,10000,12,0.608,0.59495
2,10000,10000,12,0.608,0.59495
3,10000,10000,12,0.608,0.59455
4,10000,10000,12,0.608,0.59455
0,5000,15000,12,0.608,0.5903
1,5000,15000,12,0.608,0.5964
2,5000,15000,12,0.608,0.5935
3,5000,15000,12,0.608,0.5936
4,5000,15000,12,0.608,0.5935
0,10000,10000,12,0.236,0.2277
1,10000,10000,12,0.236,0.22505
2,10000,10000,12,0.236,0.22505
3,10000,10000,12,0.236,0.22595
4,10000,10000,12,0.236,0.22605
0,5000,15000,12,0.236,0.2297
1,5000,15000,12,0.236,0.2244
2,5000,15000,12,0.236,0.2244
3,5000,15000,12,0.236,0.2277
4,5000,15000,12,0.236,0.2277
0,10000,10000,12,0.46,0.44515
1,10000,10000,12,0.46,0.44445
2,10000,10000,12,0.46,0.44655
3,10000,10000,12,0.46,0.44555
4,10000,10000,12,0.46,0.4445
0,5000,15000,12,0.46,0.4438
1,5000,15000,12,0.46,0.4467
2,5000,15000,12,0.46,0.4493
3,5000,15000,12,0.46,0.445
4,5000,15000,12,0.46,0.4502
0,10000,10000,12,0.986,0.9792
1,10000,10000,12,0.986,0.985
2,10000,10000,12,0.986,0.98495
3,10000,10000,12,0.986,0.985
4,10000,10000,12,0.986,0.985
0,5000,15000,12,0.986,0.9784
1,5000,15000,12,0.986,0.9835
2,5000,15000,12,0.986,0.9839
3,5000,15000,12,0.986,0.9832
4,5000,15000,12,0.986,0.984
0,10000,10000,12,0.495,0.4857
1,10000,10000,12,0.495,0.4789
2,10000,10000,12,0.495,0.48225
3,10000,10000,12,0.495,0.4789
4,10000,10000,12,0.495,0.48155
0,5000,15000,12,0.495,0.4878
1,5000,15000,12,0.495,0.4797
2,5000,15000,12,0.495,0.4833
3,5000,15000,12,0.495,0.4826
4,5000,15000,12,0.495,0.4804
0,10000,10000,12,0.196,0.18785
1,10000,10000,12,0.196,0.18635
2,10000,10000,12,0.196,0.18645
3,10000,10000,12,0.196,0.18645
4,10000,10000,12,0.196,0.1866
0,5000,15000,12,0.196,0.1896
1,5000,15000,12,0.196,0.1891
2,5000,15000,12,0.196,0.1887
3,5000,15000,12,0.196,0.1872
4,5000,15000,12,0.196,0.1898
0,10000,10000,12,0.647,0.63185
1,10000,10000,12,0.647,0.63335
2,10000,10000,12,0.647,0.63215
